unit_price;sum_fact;shop_id;sale_profit;cal_date;customer;title
145,79;145,79;7;77,11;23.06.2017;;Кроссовки тип 6 - Nike
73,56;73,57;7;32,92;16.02.2017;;Кроссовки тип 3 - Reebok
14,16;14,14;7;7,48;16.02.2017;;Запонка тип 3 - Adidas
15,58;15,57;7;8,76;16.02.2017;;Колготки тип 3 - Nike
9,44;9,43;7;2,65;10.06.2017;;Кепка тип 2 - Puma
8,01;8;7;2,58;10.06.2017;;Рубашка тип 3 - Puma
14,16;14,14;7;7,48;02.08.2017;;Запонка тип 3 - Adidas
30,95;30,96;7;13,34;09.10.2017;;Запонка тип 4 - Adidas
12,29;12,29;7;5,79;25.06.2017;;Колготки тип 1 - Reebok
12,29;12,29;7;5,79;25.06.2017;;Колготки тип 1 - Reebok
22,53;22,54;7;12,1;15.01.2017;;Кепка тип 2 - Adidas
9,47;9,46;7;4,07;01.10.2017;;Колготки тип 7 - Reebok
14,6;14,61;7;5,38;01.10.2017;;Футболка тип 2 - Adidas
3,84;3,86;7;1,84;01.10.2017;;Колготки тип 2 - Adidas
52,91;52,89;7;23,84;04.01.2017;;Рубашка тип 11 - Reebok
16,26;16,25;7;8,26;07.09.2017;;Кепка тип 1 - Nike
21,72;21,71;7;9,72;21.12.2017;;Штаны тип 9 - Reebok
7,76;7,75;7;3,94;30.04.2017;;Майка тип 4 - Adidas
115,76;115,75;7;57,3;30.04.2017;;Кроссовки тип 3 - Adidas
31,9;31,89;7;15,73;20.10.2017;;Штаны тип 11 - Nike
22,01;22;7;8,11;08.06.2017;;Футболка тип 3 - Puma
12,13;12,14;7;5,88;08.06.2017;;Кепка тип 1 - Adidas
2,57;2,57;7;1,03;08.06.2017;;Мячик тип 1 - Puma
94,68;94,68;7;48,9;08.06.2017;;Кроссовки тип 3 - Nike
13,76;13,75;7;6,11;31.08.2017;;Футболка тип 2 - Reebok
32,67;32,68;7;15,74;29.01.2017;;Рубашка тип 1 - Adidas
11,19;11,18;7;2,72;15.11.2017;;Шапка тип 7 - Puma
2,14;2,14;7;0,54;15.11.2017;;Мячик тип 2 - Puma
244,42;244,43;7;122,6;15.11.2017;;Сапоги тип 4 - Adidas
24,51;24,5;7;13,37;15.11.2017;;Шлёпки тип 1 - Reebok
117,57;117,57;7;56,85;15.11.2017;;Кроссовки тип 4 - Reebok
179,2;179,21;7;67,7;22.03.2017;;Туфли тип 1 - Reebok
16,58;16,57;7;9,5;04.05.2017;;Шапка тип 1 - Nike
58,17;58,18;7;27,14;04.05.2017;;Штаны тип 3 - Reebok
37,25;37,25;7;16,18;19.10.2017;;Штаны тип 2 - Puma
13,28;13,29;7;5,39;19.10.2017;;Запонка тип 6 - Reebok
35,98;35,96;7;19,55;19.10.2017;;Рубашка тип 2 - Adidas
13,27;13,29;7;6,7;21.03.2017;;Шлёпки тип 1 - Nike
47,28;47,29;7;24,11;21.03.2017;;Штаны тип 6 - Reebok
8,35;8,36;7;3,56;21.03.2017;;Футболка тип 1 - Puma
54,88;54,89;7;29,38;21.03.2017;;Штаны тип 3 - Nike
58,81;58,82;7;29,52;21.03.2017;;Рубашка тип 7 - Nike
19,59;19,57;7;7,87;05.03.2017;;Рубашка тип 12 - Puma
34,73;34,71;7;17,62;13.01.2017;;Штаны тип 5 - Adidas
56,13;56,14;7;27,35;13.01.2017;;Штаны тип 7 - Reebok
102,15;102,14;7;46,33;13.01.2017;;Сапоги тип 5 - Adidas
13,87;13,86;7;4,98;25.06.2017;;Шапка тип 3 - Puma
55,89;55,89;7;26,32;22.08.2017;;Штаны тип 1 - Adidas
63,66;63,64;7;31,77;22.08.2017;;Кроссовки тип 4 - Nike
97,05;97,04;7;41,22;22.08.2017;;Сапоги тип 5 - Adidas
12,87;12,86;7;3,9;22.05.2017;;Шапка тип 6 - Puma
10,62;10,61;7;4,05;19.03.2017;;Футболка тип 4 - Puma
17,74;17,75;7;8,67;23.09.2017;;Колготки тип 5 - Nike
41,62;41,61;7;16,44;23.09.2017;;Штаны тип 4 - Adidas
21,23;21,21;7;12,44;23.09.2017;;Футболка тип 4 - Nike
74,33;74,32;7;34,79;28.12.2017;;Штаны тип 2 - Adidas
18,09;18,11;7;8,09;25.12.2017;;Шапка тип 4 - Adidas
255,75;255,75;7;121,15;25.12.2017;;Сапоги тип 4 - Reebok
206,29;206,29;7;101,04;25.12.2017;;Туфли тип 4 - Nike
285,97;285,96;7;159,44;18.01.2017;;Сапоги тип 5 - Nike
13,6;13,61;7;6,21;18.01.2017;;Запонка тип 2 - Adidas
82,74;82,75;7;45,13;18.01.2017;;Кроссовки тип 1 - Reebok
167,58;167,57;7;98,9;18.01.2017;;Кроссовки тип 6 - Nike
6,84;6,86;7;2,06;08.06.2017;;Футболка тип 1 - Puma
52,48;52,46;7;25,95;11.02.2017;;Штаны тип 8 - Nike
28,15;28,14;7;12,9;01.07.2017;;Запонка тип 5 - Nike
9,96;9,96;7;5,1;01.07.2017;;Шапка тип 2 - Adidas
15,03;15,04;7;6,53;01.07.2017;;Майка тип 1 - Puma
17,58;17,57;7;9,36;01.07.2017;;Футболка тип 3 - Nike
23,94;23,93;7;11,73;12.03.2017;;Запонка тип 5 - Adidas
35,98;35,96;7;19,55;12.03.2017;;Рубашка тип 2 - Adidas
93,14;93,14;7;49,82;12.03.2017;;Сапоги тип 2 - Reebok
225,6;225,61;7;90,67;12.03.2017;;Сапоги тип 1 - Puma
55,16;55,18;7;28,77;22.04.2017;;Кроссовки тип 4 - Adidas
16,97;16,96;7;7,54;11.04.2017;;Рубашка тип 8 - Puma
24,99;25;7;13,2;11.04.2017;;Рубашка тип 6 - Reebok
20,34;20,36;7;10,27;11.04.2017;;Шапка тип 8 - Nike
51,19;51,18;7;23,37;27.01.2017;;Рубашка тип 5 - Adidas
13,98;14;7;5,02;17.02.2017;;Шапка тип 6 - Puma
121,75;121,75;7;64,32;17.02.2017;;Туфли тип 3 - Adidas
72,44;72,43;7;39,87;17.02.2017;;Штаны тип 5 - Nike
37,25;37,25;7;16,18;17.02.2017;;Штаны тип 2 - Puma
13,11;13,11;7;6,9;17.02.2017;;Футболка тип 4 - Reebok
25,8;25,79;7;10,87;05.11.2017;;Штаны тип 1 - Puma
8,96;8,96;7;3,96;07.02.2017;;Запонка тип 5 - Puma
42,43;42,43;7;22,32;07.02.2017;;Рубашка тип 8 - Reebok
23,94;23,93;7;11,73;01.04.2017;;Запонка тип 5 - Adidas
48,62;48,61;7;21,55;06.03.2017;;Штаны тип 12 - Nike
70,87;70,86;7;36,8;19.09.2017;;Штаны тип 7 - Adidas
89,07;89,07;7;46;19.09.2017;;Кроссовки тип 5 - Nike
12,05;12,04;7;5,41;19.09.2017;;Рубашка тип 4 - Adidas
102,56;102,57;7;41,84;19.09.2017;;Кроссовки тип 4 - Reebok
260,49;260,5;7;132,17;19.09.2017;;Сапоги тип 1 - Adidas
18,43;18,43;7;9,4;19.09.2017;;Шапка тип 3 - Reebok
13,87;13,86;7;4,98;19.09.2017;;Шапка тип 3 - Puma
203,69;203,68;7;81,86;04.06.2017;;Сапоги тип 4 - Adidas
46,8;46,79;7;22,3;29.01.2017;;Рубашка тип 7 - Reebok
12,27;12,25;7;6,48;25.12.2017;;Штаны тип 10 - Reebok
8,35;8,36;7;3,56;25.12.2017;;Футболка тип 1 - Puma
162,73;162,71;7;92,59;01.12.2017;;Кроссовки тип 2 - Nike
55,16;55,18;7;28,77;30.05.2017;;Кроссовки тип 4 - Adidas
102,15;102,14;7;46,33;30.05.2017;;Сапоги тип 5 - Adidas
19,46;19,46;7;7,71;30.05.2017;;Штаны тип 11 - Puma
49,64;49,64;7;16,82;30.05.2017;;Штаны тип 4 - Puma
18,22;18,21;7;9,75;20.10.2017;;Шапка тип 6 - Nike
242,27;242,25;7;124,09;20.10.2017;;Сапоги тип 2 - Adidas
45,6;45,61;7;23,14;20.10.2017;;Рубашка тип 12 - Reebok
8,14;8,14;7;3,32;20.10.2017;;Запонка тип 1 - Puma
24,96;24,96;7;12,6;08.03.2017;;Шлёпки тип 2 - Adidas
72,17;72,18;7;34,56;08.03.2017;;Штаны тип 8 - Adidas
3,58;3,57;7;1,9;08.03.2017;;Мячик тип 2 - Reebok
16,48;16,46;7;7,41;15.06.2017;;Колготки тип 5 - Nike
94,68;94,68;7;48,9;15.06.2017;;Кроссовки тип 3 - Nike
14,2;14,18;7;8,23;15.06.2017;;Рубашка тип 10 - Nike
81,2;81,21;7;35,27;15.06.2017;;Сапоги тип 5 - Puma
55,83;55,82;7;29,3;15.06.2017;;Штаны тип 8 - Nike
25,03;25,04;7;13,5;15.06.2017;;Футболка тип 5 - Reebok
17,3;17,29;7;7,95;15.06.2017;;Запонка тип 1 - Adidas
12,35;12,36;7;4,14;03.03.2017;;Шлёпки тип 3 - Puma
19,8;19,79;7;10,8;20.08.2017;;Рубашка тип 2 - Reebok
125,07;125,07;7;64,36;20.08.2017;;Кроссовки тип 4 - Reebok
13,81;13,82;7;5,35;16.12.2017;;Шапка тип 7 - Puma
74,71;74,71;7;28,78;16.12.2017;;Сапоги тип 5 - Puma
20,58;20,57;7;7,43;16.12.2017;;Колготки тип 3 - Puma
18,83;18,82;7;8,61;16.12.2017;;Футболка тип 7 - Reebok
187,9;187,89;7;80,65;16.12.2017;;Туфли тип 3 - Puma
13,14;13,14;7;4,93;16.12.2017;;Шлёпки тип 3 - Puma
16,74;16,75;7;8,95;09.09.2017;;Шлёпки тип 2 - Reebok
7;7;7;2,54;17.07.2017;;Запонка тип 7 - Puma
75,97;75,96;7;38,36;17.07.2017;;Штаны тип 8 - Adidas
16,38;16,39;7;5,7;17.07.2017;;Колготки тип 6 - Puma
32,67;32,68;7;15,74;05.02.2017;;Рубашка тип 1 - Adidas
62,94;62,93;7;32,33;05.02.2017;;Штаны тип 11 - Reebok
91,84;91,86;7;46,06;05.02.2017;;Кроссовки тип 3 - Nike
8,86;8,86;7;3,89;05.02.2017;;Футболка тип 5 - Puma
102,15;102,14;7;46,33;24.11.2017;;Сапоги тип 5 - Adidas
42,11;42,11;7;16,69;28.03.2017;;Кроссовки тип 2 - Reebok
45,4;45,39;7;17,01;11.11.2017;;Рубашка тип 7 - Adidas
75,18;75,18;7;32,07;25.12.2017;;Штаны тип 5 - Puma
170,6;170,61;7;72,45;25.12.2017;;Сапоги тип 3 - Puma
43,2;43,21;7;21,88;23.08.2017;;Штаны тип 2 - Nike
14,74;14,75;7;5,53;23.08.2017;;Штаны тип 3 - Puma
37,32;37,32;7;15,11;23.08.2017;;Рубашка тип 5 - Puma
19,39;19,39;7;10,49;11.08.2017;;Штаны тип 12 - Reebok
11,98;11,96;7;6,3;18.10.2017;;Штаны тип 2 - Reebok
89,29;89,29;7;39,69;17.01.2017;;Туфли тип 3 - Reebok
19,35;19,36;7;9,88;17.01.2017;;Кепка тип 2 - Nike
46,8;46,79;7;22,3;17.01.2017;;Рубашка тип 7 - Reebok
51,19;51,18;7;23,37;17.01.2017;;Рубашка тип 5 - Adidas
76,94;76,93;7;39,34;17.01.2017;;Кроссовки тип 1 - Reebok
12,74;12,75;7;6,21;15.12.2017;;Запонка тип 6 - Adidas
7,08;7,07;7;2,26;15.12.2017;;Запонка тип 1 - Puma
157,52;157,54;7;88,84;06.05.2017;;Кроссовки тип 6 - Nike
16,16;16,18;7;8,74;10.11.2017;;Шапка тип 7 - Nike
87,12;87,11;7;43,12;10.11.2017;;Штаны тип 8 - Reebok
12,75;12,75;7;6,18;10.11.2017;;Колготки тип 3 - Reebok
11,08;11,07;7;4,26;10.11.2017;;Ремень тип 1 - Puma
11,09;11,11;7;4,52;19.03.2017;;Колготки тип 3 - Reebok
121,75;121,75;7;64,32;19.03.2017;;Туфли тип 3 - Adidas
28,75;28,75;7;11,82;27.06.2017;;Рубашка тип 1 - Adidas
17,7;17,71;7;8,23;27.06.2017;;Шапка тип 1 - Reebok
47,28;47,29;7;24,11;27.06.2017;;Штаны тип 6 - Reebok
13,27;13,29;7;6,7;27.06.2017;;Шлёпки тип 1 - Nike
15,96;15,96;7;8,64;31.05.2017;;Рубашка тип 10 - Adidas
18,45;18,46;7;9,66;31.05.2017;;Рубашка тип 3 - Reebok
2,57;2,57;7;1,03;03.05.2017;;Мячик тип 1 - Puma
75,63;75,64;7;39,09;02.11.2017;;Кроссовки тип 2 - Adidas
57,51;57,5;7;26,48;02.11.2017;;Штаны тип 3 - Reebok
14,2;14,18;7;8,23;08.12.2017;;Рубашка тип 10 - Nike
16,26;16,25;7;8,26;14.05.2017;;Кепка тип 1 - Nike
102,15;102,14;7;46,33;20.09.2017;;Сапоги тип 5 - Adidas
15,75;15,75;7;8,29;02.06.2017;;Ремень тип 2 - Reebok
35,98;35,96;7;19,55;02.06.2017;;Рубашка тип 2 - Adidas
10,39;10,39;7;5,25;02.06.2017;;Футболка тип 4 - Adidas
11,1;11,11;7;5,1;02.06.2017;;Майка тип 2 - Adidas
30,65;30,64;7;12,83;02.02.2017;;Штаны тип 9 - Puma
60,68;60,68;7;34,25;06.02.2017;;Рубашка тип 9 - Nike
127,96;127,96;7;67,31;20.02.2017;;Туфли тип 4 - Adidas
14,23;14,21;7;6,91;20.02.2017;;Штаны тип 9 - Adidas
34,77;34,79;7;17,16;20.02.2017;;Запонка тип 4 - Adidas
55,46;55,46;7;30,39;22.06.2017;;Рубашка тип 6 - Nike
127,96;127,96;7;67,31;22.06.2017;;Туфли тип 4 - Adidas
101,56;101,57;7;31,38;22.06.2017;;Кроссовки тип 3 - Puma
21,48;21,46;7;10,41;22.06.2017;;Рубашка тип 11 - Adidas
24,7;24,71;7;11,13;08.10.2017;;Колготки тип 6 - Reebok
66,11;66,11;7;35,07;09.03.2017;;Штаны тип 3 - Reebok
13,79;13,79;7;6,75;26.12.2017;;Запонка тип 4 - Nike
115,76;115,75;7;57,3;03.07.2017;;Кроссовки тип 3 - Adidas
221,09;221,07;7;86,16;03.08.2017;;Сапоги тип 1 - Puma
11,53;11,54;7;5,71;11.02.2017;;Шапка тип 5 - Adidas
14,42;14,43;7;4,88;05.01.2017;;Майка тип 3 - Puma
45,68;45,68;7;10,61;22.05.2017;;Кроссовки тип 2 - Puma
8,05;8,04;7;3,37;22.05.2017;;Майка тип 4 - Puma
58,81;58,82;7;29,52;22.05.2017;;Рубашка тип 7 - Nike
20,49;20,5;7;11,7;22.05.2017;;Шапка тип 4 - Nike
54,69;54,68;7;25,4;22.05.2017;;Рубашка тип 7 - Nike
12,68;12,68;7;3,46;27.12.2017;;Штаны тип 3 - Puma
28,47;28,46;7;15,29;27.12.2017;;Колготки тип 7 - Adidas
29,33;29,32;7;14,37;02.05.2017;;Запонка тип 4 - Reebok
35,48;35,5;7;8,31;01.06.2017;;Штаны тип 6 - Puma
11,98;11,96;7;6,3;01.06.2017;;Штаны тип 2 - Reebok
2,58;2,57;7;0,98;01.06.2017;;Мячик тип 2 - Puma
128,49;128,5;7;47,6;01.06.2017;;Туфли тип 1 - Puma
12,13;12,14;7;5,88;26.06.2017;;Кепка тип 1 - Adidas
7,76;7,75;7;3,94;26.06.2017;;Майка тип 4 - Adidas
22,4;22,39;7;11,58;21.05.2017;;Футболка тип 5 - Adidas
58,58;58,57;7;31,51;16.07.2017;;Штаны тип 12 - Nike
69,69;69,68;7;40,26;16.07.2017;;Рубашка тип 2 - Nike
35,02;35,04;7;13,95;16.07.2017;;Штаны тип 2 - Puma
45,16;45,14;7;24,44;16.07.2017;;Штаны тип 10 - Adidas
51,64;51,64;7;22,86;20.02.2017;;Штаны тип 7 - Reebok
21,33;21,32;7;7,36;05.10.2017;;Запонка тип 3 - Reebok
94,68;94,68;7;48,9;05.10.2017;;Кроссовки тип 3 - Nike
46,8;46,79;7;22,3;05.10.2017;;Рубашка тип 7 - Reebok
28,47;28,46;7;15,47;13.09.2017;;Майка тип 1 - Adidas
11,51;11,5;7;2,62;28.09.2017;;Шапка тип 3 - Puma
9,82;9,82;7;5,5;28.09.2017;;Ремень тип 1 - Nike
8,19;8,18;7;3,76;09.09.2017;;Шапка тип 4 - Reebok
28,47;28,46;7;15,47;09.09.2017;;Майка тип 1 - Adidas
24,49;24,5;7;6,81;29.06.2017;;Запонка тип 4 - Puma
19,17;19,18;7;11,31;06.07.2017;;Ремень тип 2 - Nike
15,3;15,29;7;7,98;06.07.2017;;Штаны тип 9 - Adidas
34,8;34,79;7;18,84;06.07.2017;;Штаны тип 12 - Adidas
19,59;19,57;7;7,87;28.05.2017;;Рубашка тип 12 - Puma
2,12;2,11;7;0,51;28.05.2017;;Мячик тип 2 - Puma
14,43;14,43;7;5;28.05.2017;;Рубашка тип 8 - Puma
46,41;46,43;7;22,88;31.10.2017;;Рубашка тип 11 - Nike
50,93;50,93;7;21,86;31.10.2017;;Рубашка тип 1 - Puma
19,3;19,29;7;7,08;28.12.2017;;Ремень тип 3 - Puma
26,7;26,71;7;13,42;28.12.2017;;Рубашка тип 3 - Adidas
13,51;13,5;7;7,23;28.12.2017;;Шапка тип 2 - Reebok
13,81;13,82;7;5,35;19.08.2017;;Шапка тип 7 - Puma
2,16;2,14;7;1,05;22.09.2017;;Мячик тип 1 - Adidas
21,2;21,21;7;7,34;05.11.2017;;Колготки тип 6 - Adidas
40,2;40,21;7;21,24;05.11.2017;;Рубашка тип 10 - Reebok
167,58;167,57;7;98,9;20.04.2017;;Кроссовки тип 6 - Nike
45,71;45,71;7;24,39;20.04.2017;;Штаны тип 2 - Nike
14,73;14,71;7;6,23;20.04.2017;;Майка тип 1 - Puma
16,5;16,5;7;7,67;20.04.2017;;Майка тип 2 - Reebok
24,96;24,96;7;12,6;29.05.2017;;Шлёпки тип 2 - Adidas
13,87;13,86;7;4,98;29.05.2017;;Шапка тип 3 - Puma
68,82;68,82;7;24,93;29.08.2017;;Сапоги тип 2 - Puma
74,17;74,18;7;35,74;29.08.2017;;Штаны тип 5 - Reebok
21,92;21,93;7;11,28;29.08.2017;;Ремень тип 1 - Reebok
10,97;10,96;7;6,05;29.08.2017;;Шлёпки тип 3 - Nike
15,27;15,29;7;6,09;29.08.2017;;Колготки тип 2 - Puma
59,78;59,79;7;28,32;29.08.2017;;Рубашка тип 4 - Reebok
7,2;7,21;7;3,13;09.05.2017;;Футболка тип 7 - Puma
75,18;75,18;7;32,07;09.05.2017;;Штаны тип 5 - Puma
15,01;15;7;6,04;09.05.2017;;Колготки тип 3 - Adidas
12,63;12,64;7;4,77;09.05.2017;;Шапка тип 2 - Puma
15,9;15,89;7;6,87;30.07.2017;;Запонка тип 2 - Puma
110,06;110,07;7;49,35;30.07.2017;;Кроссовки тип 4 - Reebok
175,64;175,64;7;85,1;30.07.2017;;Сапоги тип 1 - Reebok
11,24;11,25;7;4,45;30.07.2017;;Кепка тип 2 - Puma
12,74;12,75;7;6,21;30.07.2017;;Запонка тип 6 - Adidas
27,43;27,43;7;14,18;07.02.2017;;Запонка тип 1 - Reebok
80,37;80,36;7;38,51;13.04.2017;;Кроссовки тип 5 - Reebok
64,95;64,93;7;35,02;13.04.2017;;Рубашка тип 9 - Adidas
60,62;60,61;7;29,05;30.09.2017;;Штаны тип 11 - Adidas
112,85;112,86;7;42,67;30.09.2017;;Кроссовки тип 3 - Puma
14,52;14,5;7;5,7;22.09.2017;;Майка тип 2 - Reebok
1,99;2;7;0,88;22.09.2017;;Мячик тип 1 - Adidas
21,48;21,46;7;10,41;22.12.2017;;Рубашка тип 11 - Adidas
27,51;27,5;7;15,65;11.12.2017;;Шлёпки тип 2 - Nike
15,8;15,79;7;6,44;11.12.2017;;Запонка тип 1 - Adidas
225,6;225,61;7;90,67;18.08.2017;;Сапоги тип 1 - Puma
115,53;115,54;7;42,96;27.09.2017;;Туфли тип 2 - Puma
2,16;2,14;7;1,05;27.09.2017;;Мячик тип 1 - Adidas
9,39;9,39;7;4,17;10.08.2017;;Запонка тип 5 - Reebok
20,21;20,21;7;8,78;22.10.2017;;Колготки тип 7 - Puma
24,83;24,82;7;10,79;22.10.2017;;Колготки тип 4 - Reebok
17,24;17,25;7;5,52;05.09.2017;;Рубашка тип 12 - Puma
33,58;33,57;7;18,33;05.09.2017;;Запонка тип 5 - Nike
197,62;197,61;7;116,23;05.09.2017;;Сапоги тип 6 - Nike
119,24;119,25;7;56,81;05.09.2017;;Кроссовки тип 1 - Adidas
179,2;179,21;7;67,7;31.12.2017;;Туфли тип 1 - Reebok
15,43;15,43;7;8,29;31.12.2017;;Запонка тип 2 - Reebok
14,83;14,82;7;5,29;31.12.2017;;Запонка тип 7 - Reebok
18,24;18,25;7;8,02;24.11.2017;;Футболка тип 7 - Reebok
7,7;7,68;7;3,3;26.07.2017;;Колготки тип 1 - Puma
102,15;102,14;7;46,33;02.10.2017;;Сапоги тип 5 - Adidas
17,16;17,18;7;7,63;09.03.2017;;Майка тип 3 - Puma
42,43;42,43;7;22,32;09.03.2017;;Рубашка тип 8 - Reebok
28,14;28,14;7;10,47;26.08.2017;;Запонка тип 4 - Puma
28,14;28,14;7;10,47;26.08.2017;;Запонка тип 4 - Puma
17,14;17,14;7;6,89;05.09.2017;;Кепка тип 3 - Puma
10,39;10,39;7;5,25;19.03.2017;;Футболка тип 4 - Adidas
23,16;23,14;7;12,52;19.03.2017;;Шапка тип 3 - Nike
